date,description
1 January 2024,"In his New Year address, President Zelenskyy vows to unleash “wrath” against Russian forces in 2024, saying Ukraine has become stronger as the war moves toward its second year."
5 January 2024,"In a briefing, John Kirby, the US’s national security council spokesperson, says North Korea is providing Russia with ballistic missile launchers and ballistic missiles. The US intelligence assessment is that Iranian missiles have not yet arrived in Russia, but that the deal will eventually be done. Posting on X (formerly Twitter), the UK Defence Secretary, Grant Shapps, says “we’ll make sure North Korea pays a high price for supporting Russia.”"
11 January 2024,"Ukraine’s parliament refuses to debate a bill aimed at drafting more soldiers, amid fierce criticism from lawmakers and the public. Ukrainian MPs criticised certain measures included in the bill as unconstitutional. Some clauses caused particular outrage, such as limiting draft dodgers from their right to own property and to freely use their personal money."
12 January 2024,Prime Minister Sunak visits Kyiv to sign a new security agreement an d announce an increase in military funding for Ukraine.
24 January 2024,"Writing in an article for Politico, Grant Shapps says the UK’s allies must increase their Ukraine military aid: “Kyiv needs more support — and not just from the United Kingdom. Our fellow allies must step up too.”"
1 February 2024,"European Union leaders unanimously approve a €50 billion plan to support Ukraine for the next four years. The deal, known as the “Ukraine Facility“, consists of €17 billion in grants and €33 billion in loans, designed to help Ukraine rebuild and recover from the war."
8 February 2024,"In a two-hour interview with former Fox News host Tucker Carlson, President Putin says the US “needs to stop supplying weapons” to Ukraine. The interview is Putin’s first with a western media outlet since Russia invaded Ukraine in February 2022."
16 February 2024,"President Zelenskyy visits Germany and France, signing security pacts with both countries, committing further support to Ukraine from each."
24 February 2024,"Four western leaders, including the prime ministers of Italy, Canada, and Belgium, visit Kyiv to show solidarity with Ukraine on the second anniversary of Russia’s invasion. Italy’s Giorgia Meloni, Canada’s Justin Trudeau, Belgium’s Alexander De Croo and the president of the European Commission, Ursula von der Leyen, travelled to the Ukrainian capital together on an overnight train from neighbouring Poland."
26 February 2024,"Hungary’s parliament approves a bill to allow Sweden to join NATO, clearing the way for the Nordic country to join the alliance after months of delay."
27 February 2024,"Several European countries say they are not considering sending ground troops to Ukraine a fter France’s president, Emmanuel Macron, said he refused to rule out sending soldiers to the country. The UK, Germany, Sweden, the Czech Republic, Poland, Italy and Hungary all rule out the move, as does the NATO Secretary-General."
7 March 2024,"Sweden becomes NATO’s 32nd member state, upon depositing its instrument of accession to the North Atlantic Treaty with the US government in Washington DC."
8 March 2024,"Andriy Yermak, the head of Volodymyr Zelenskyy’s office, meets with a delegation headed by Li Hui, the Chinese government’s special representative for Eurasian affairs. They discuss China-Ukraine relations and the war in Ukraine."
11 March 2024,The chairs of foreign affairs committees in 23 parliaments issue a joint statement r ejecting the legitimacy of elections conducted by Russia in the Ukrainian territories it has annexed.
15 March 2024,Three days of voting begins in Russia and in the annexed regions of Ukraine. There is no serious challenge to President Putin se curing another term in office.
17 March 2024,"In the Russian presidential election, Putin wins 87% of the vote, securing a fifth term in office. T he result means Putin will overtake Joseph Stalin to become Russia’s longest-serving leader in more than 200 years."
18 March 2024,"At an open-air concert in Moscow’s Red Square, to mark the 10th anniversary of Russia’s annexation of Crimea from Ukraine, Putin says Crimea had “returned to its home harbour” a nd would move forwards with Russia “hand in hand”."
20 March 2024,"A report issued by the UN Human Rights Office (PDF) accuses Russia of torturing and arbitrarily detaining people in occupied Ukraine, creating a “climate of fear”. In a press release accompanying the report, the UN says Russia has imposed its “language, citizenship, laws, court system, and education curricula on the occupied areas”."
21 March 2024,"Ukraine’s president, Volodymyr Zelenskyy, addresses the European Council summit via videoconference an d calls for more help with air defences and ammunition, as well for progress on Ukraine’s path towards European integration."
2 April 2024,"The Register of Damages for Ukraine opens in The Hague, as part of a Ministerial Conference on “Restoring Justice for Ukraine”. The conference brings together the Council of Europe, heads of international organisations, and ministers and senior officials from more than 60 states."
9 April 2024,"UK foreign secretary David Cameron visits former US president Donald Trump a t his Mar -a-Lago residence, to discuss a new aid package for Ukraine that is being held up in Congress."
15 April 2024,"President Macron of France calls for a truce in international conflicts during the Paris Olympics. Referencing the Israel-Hamas conflict, the war in Ukraine and the ongoing conflict in Sudan, Macron says: “We will work on an Olympic truce. It is something on which I will actually try to engage many of our partners.”"
16 April 2024,"Russia reacts coolly to the suggestion of an Olympics truce, with Kremlin spokesperson Dmitry Peskov saying both President Putin and the Russian military had “noticed that, as a rule, the Kyiv regime uses such ideas, such initiatives to try to regroup, to try to rearm, and so on and so forth”."
24 April 2024,"At a press conference in Berlin, UK Prime Minister Rishi Sunak and German Chancellor Olaf Scholz agree to closer defence cooperation between the two allies, with both leaders saying Europe must unite to support Ukraine against Russia “for as long as it takes”."
25 April 2024,"The UK’s Chancellor of the Exchequer, Jeremy Hunt, meets President Zelenskyy i n Kyiv and discuss sanctions against Russia."
7 May 2024,"Addressing dignitaries after being sworn in for a new six-year term, President Putin says he has not rejected dialogue with the West, saying: The choice is theirs: do they intend to continue trying to restrain the development of Russia, continue the policy of aggression, incessant pressure on our country for years, or look for a path to cooperation and peace?"
8 May 2024,"In a statement to the House of Commons, Home Secretary James Cleverley announces an “undeclared” Russian military intelligence officer will be expelled from the UK. The Home Secretary also announces the closure of several Russian diplomatic premises and new restrictions on diplomatic visas. The Russian Embassy in London says the restrictions have been imposed under a “groundless and ridiculous pretext”."
16 May 2024,"President Putin arrives in Beijing for a two-day state visit to China. Following talks with Xi Jinping, the two leaders pledge a “new era” of partnership. Putin and Xi agree to deepen their “strategic partnership” and issue a joint statement on “ the deepening of the comprehensive partnership and strategic cooperation entering a new era.”"
6 June 2024,"President Zelenskyy joins other world leaders at the commemorations marking the 80th anniversary of the D-Day landings in Normandy, France. During his speech, US President Joe Biden says the US will “not walk away” from the Ukraine conflict, and that “if we do Ukraine will be subjugated, and it will not end there. Ukraine’s neighbours will be threatened, all of Europe will be threatened.” 11-12 June 2024 President Zelenskyy visits Germany to take part in the two-day Ukraine Recovery Conference a nd meets with German Chancellor Olaf Scholz. Addressing the conference, Ursula von der Leyen, president of the European Commission, says accession talks with Ukraine to join the EU will start by the end of the month, with Ukraine having fulfilled all the requirements to join the bloc. Zelenskyy later addresses the German Bundestag in person for the first time (he spoke to the parliament in March 2022, but was connected via video link only.)"
13 June 2024,"The US signs a bilateral security agreement with Ukraine. 15-16 June 2024 Around 100 countries participate in a two-day Ukraine Peace Summit i n Bürgenstock, Switzerland. Russia is not invited to the conference and China doesn’t send a representative. 83 countries and organisations support the joint communiqué i ssued at the end of the summit. India, Indonesia, Mexico, Saudi Arabia, South Africa, Thailand and the United Arab Emirates take part in the summit, but do not sign the final communiqué. Brazil attends with “observer status” and also does not endorse the communiqué."
18 June 2024,"President Putin is greeted by North Korea’s leader, Kim Jong-Un, upon landing in Pyongyang on his first visit to the country since 2000."
19 June 2024,"On the second day of Putin’s state visit to North Korea, he signs a deal Kim Jong-Un that includes a mutual defence pledge, which Kim says amounts to an “alliance”"
25 June 2024,"The European Union formally launches accession talks with Ukraine a nd Moldova, at an Accession Conference in Luxembourg. The International Criminal Court issues arrest warrants for Sergei Shoigu, the former Russian defence minister, and Russian general Valery Gerasimov, for alleged crimes committed during Russia's invasion of Ukraine. This brings to six the number of arrest warrants issued against senior Russians since Moscow sent troops into Ukraine in February 2022."
27 June 2024,The European Union signs a security agreement with Ukraine.
4 July 2024,"The Labour Party wins the UK General Election, with Sir Keir Starmer becoming the new Prime Minister. Sir Keir appoints David Lammy as foreign secretary and John Healey as defence secretary."
5 July 2024,"On his first day in office, Sir Keir Starmer speaks to President Zelenskyy o n the telephone and reiterates the UK’s unwavering commitment to Ukraine."
7 July 2024,"John Healey, the UK’s new defence secretary, meets President Zelenskyy an d Ukrainian defence minister Rustem Umerov in Odesa. Healey pledges to step up the UK’s assistance to Ukraine and announces a new package of support."
8 July 2024,"During a visit to Warsaw, President Zelenskyy signs a bilateral security agreement between Poland and Ukraine, aimed at strengthening ties with one of Kyiv’s closest allies. Poland’s Prime Minister, Donald Tusk, says: “We treat every word in this agreement as mutual commitments — not empty promises.” 8-9 July 2024 Indian Prime Minister Narendra Modi undertakes an official visit to Russia, to reinforce the deepening partnership between the two countries. At the end of the visit, the two sides set out nine key areas for closer cooperation and aim to boost bilateral trade by more than half, to hit $100 billion by 2030. 9-11 July 2024 The NATO Summit takes place in Washington DC. The centrepiece of the summit is new commitments of military and humanitarian aid to Ukraine, with US Secretary of State Antony Blinken saying the summit will “further strengthen” the war-torn country's path to NATO membership."
10 July 2024,"Sir Keir Starmer meets President Zelenskyy at the NATO Summit in Washington DC. Addressing the summit, Sir Keir says “the alternative to Ukraine’s victory is unthinkable” an d vows to deliver £3 billion worth of support to Ukraine each year, for as long as needed."
11 July 2024,"Valeriy Zaluzhnyi, formerly head of Ukraine’s armed forces, assumes his duties as Kyiv’s ambassador to the UK. The NATO Summit closes, with its final communique, the Washington Summit Declaration, making several pledges of support to Ukraine."
13 July 2024,Belarusian President Alexander Lukashenko says tensions on his country’s border with Ukraine have subsided an d extra troops that had been deployed there were to return to their bases.
15 July 2024,"Addressing a press conference in Kyiv, President Zelenskyy says he is aiming to have a peace plan ready by November, and for Kyiv to host a second international summit to discuss his vision of peace. Zelenskyy also says representatives of Russia should attend the summit."
19 July 2024,"UK prime minister Keir Starmer welcomes President Zelenskyy to Downing Street, the first foreign leader to visit No10 since he became prime minister. The leaders discuss the situation in the Black Sea and agree to continue exploring opportunities to strengthen Ukraine’s maritime capabilities."
27 July 2024,"Josep Borrell, the EU’s most senior diplomat, says Russia’s war against Ukraine is an “existential threat” , during a meeting with China’s Foreign Minister, Wang Yi, on the sideline of the ASEAN Regional Forum. Borrell also urges China to support the peace process."
6 August 2024,"Ukraine launches an offensive into Russian territory, with an aide to President Zelenskyy suggesting the aim of the incursion was to bring Russia to the negotiating table for peace talks."
21 August 2024,"Ukraine’s parliament ratifies the Rome Statute of the International Criminal Court ( ICC), paving the way to full membership of the organisation. The Kyiv Independent reports the ratification includes a caveat that “ Ukraine would not recognise the court’s jurisdiction over Ukrainian citizens in the case of war crimes for seven years following its official adoption.”"
23 August 2024,"India’s prime minister, Narendra Modi, visits Kyiv and holds talks with President Zelenskyy. Modi says he brings a message of peace and the two leaders agree four documents covering the “medical field, agricultural cooperation, humanitarian relations and culture”."
28 August 2024,"UK prime minister Keir Starmer meets German chancellor Olaf Scholz in Berlin, where they agree a new treaty between the two countries. At a joint press conference, Starmer says a new defence agreement is at the heart of the treaty a nd that this will expand the “formidable defence cooperation” between UK and Germany “to face the threats of a volatile world together”. Also at the press conference, Scholz reaffirms the UK and Germany’s continued support for Ukraine: “We will continue to provide financial, economic, political and military support – for as long as necessary,”"
2 September 2024,"President Putin arrives in Mongolia for a state visit, his first visit to an International Criminal Court (ICC) member since it issued a warrant for his arrest in March 2023. Mongolia ignores the arrest warrant."
3 September 2024,Putin holds talks with Mongolian president Ukhnaa Khurelsukh. The two leaders sign agreements relating to a power plant upgrade in Ulaanbaatar and plans to develop the rail system between the two countries. Putin also invites Khurelsukh to attend a BRICS summit in late October.
11 September 2024,"US secretary of state Antony Blinken and UK foreign secretary David Lammy undertake a joint visit to Ukraine, for talks with President Zelenskyy in Kyiv. Blinken hints that the White House may lift its restrictions on Ukraine using long-range weapons supplied by the west o n key military targets inside Russia. Lammy announces over £600 million in additional support to Ukraine."
12 September 2024,China’s foreign minister announces President Xi Jinping will attend the BRICS summit in Russia in October.
13 September 2024,"Russia announces it has revoked the accreditation of six British diplomats in Moscow o n accusations of espionage. Russia’s foreign ministry spokesperson, Maria Zakharova, says “Moscow will not tolerate the activity on Russian territory of undeclared officers of British secret services.” Keir Starmer meets President Biden for talks in Washington DC, where they “reaffirm their unwavering support for Ukraine”. Both leaders agree on the “importance of sustaining support to Ukraine in all aspects, including military, economic and diplomatic, for as long as it takes for Russia to withdraw.”"
20 September 2024,European Commission president Ursula von der Leyen meets President Zelenskyy in Kyiv an d pledges assistance to repair damages to Ukraine’s electricity grid.
23 September 2024,"In an interview with the New York Times, Petr Pavel, president of the Czech Republic, says Ukraine “will have to be realistic” about its prospects of recovering territory occupied by Russia a nd that “the most probable outcome of the war will be that a part of Ukrainian territory will be under Russian occupation, temporarily.”"
25 September 2024,"Addressing the UN Security Council, of which Russia is a permanent member, President Zelenskyy calls on a broad alliance of nations to force Russia into peace. Later, Zelenskyy address the UN General Assembly and highlights the failure of the Security Council in its handling of the conflict, noting: “ When the aggressor exercises veto power, the UN is powerless to stop the war. (P DF)” In his address to the General Assembly, UK Prime Minister Sir Keir Starmer says member states must ensure accountability for those violating the UN Charter: “The greatest violation of the Charter in a generation has been committed by one of this Council’s permanent members. Russia’s invasion of Ukraine is illegal. It threatens global security. And it has caused colossal human suffering.”"
26 September 2024,"President Zelensky meets US President Joe Biden at the White House. Ahead of the meeting, Biden announces a “surge” in assistance to Ukraine, including nearly $8bn in military aid and new long-range munitions."
19 November 2024,"In an address to the European Parliament marking the 1,000th day of Russia’s invasion of Ukraine, President Zelenskyy says the conflict has been shown that “ our shared European values” are “not just words, not something abstract.” The foreign ministers of France, Germany, Italy, Poland, Spain and the United Kingdom issue a joint declaration of support for Ukraine, after several of the ministers meet in Warsaw. Speaking in the House of Commons, UK Foreign Secretary David Lammy reaffirms the government’s support for Ukraine o n the 1,000th day of the war."
21 November 2024,"Addressing the House of Commons, Keir Starmer pledges to back Ukraine for as long as it’s needed, saying the UK’s support is proportionate and in accordance with international law: We have consistently said that we will do what it takes to support Ukraine and put it in the best possible position going into the winter. The UK’s support for Ukraine is always for self-defence, and it is proportionate, co-ordinated and agile. It is a response to Russia’s own actions, and it is in accordance with international law. Under article 51 of the UN charter, Ukraine has a clear right of self- defence against Russia’s illegal attacks. I say again that Russia could roll back its forces and end this war tomorrow. Until then, we will stand up for what we know is right, for Ukraine’s security and for our own security, and we will back Ukraine with what is needed for as long as it is needed."
2 December 2024,"The German Chancellor, Olaf Scholz, visits Ukraine for the first time in more than two-and-a-half years and announces a military aid package totalling €650m (£540m)."
5 December 2024,"The US presidential election takes place. Donald Trump secures a second, non-consecutive, term in office."
19 December 2024,"In his annual question and answer session with Russians on state television, President Putin says he is ready for talks at “any time” with US president-elect Donald Trump. Key events 16 January 2025: On his first official visit to Ukraine, UK Prime Minister Sir Keir Starmer holds talks with President Zelenskyy and they sign a 100 Year Partnership agreement. 20 January 2025: Donald Trump is sworn in as US president. 17 February 2025: Keir Starmer says the UK is ready to play a leading role in Ukraine’s defence and security and is prepared to put British troops on the ground in Ukraine. 18 February 2025: Delegations from the US and Russia meet in Saudi Arabia and agree to explore mutual opportunities to end the Ukraine war. 24 February 2025: Third anniversary of Russia’s invasion of Ukraine. 28 February 2025: President Zelenskyy visits President Trump at the White House and the two leaders clash during a televised meeting in the Oval Office. A scheduled press conference is then cancelled. 2 March 2025: Following a meeting of 18 world leaders in London, Keir Starmer announces a “coalition of the willing” peacekeeping force to guarantee Ukraine’s security once a peace deal is agreed. 16 May 2025: Delegations from Russia and Ukraine meet in Istanbul for the first direct talks between the two sides since March 2022. A second round of talks is held on 2 June . 10-11 July 2025: The fourth Ukraine Recovery Conference takes place in Rome, with President Zelenskyy and more than a dozen European heads of government in attendance. 15 August 2025: President Trump and President Putin meet in Alaska. It is their first meeting in person to discuss a resolution of the Ukraine conflict, although significant differences remain. 18 August 2025: President Trump holds talks with President Zelenskyy and other European leaders at the White House. 19 November 2025: A new 28-point peace plan drafted by the US and Russia, to end the war in Ukraine, is revealed."
16 January 2025,"On his first official visit to Ukraine, Keir Starmer holds talks with President Zelenskyy and they sign a 100 Year Partnership agreement that includes commitments to strengthen defence and scientific collaboration, to promote closer community links and to bolster military collaboration on maritime security (P DF)."
20 January 2025,Donald Trump is sworn in as president of the United States.
12 February 2025,"Presidents Trump and Putin hold a “lengthy and highly productive” phone call in which they agreed to begin negotiations to end the war in Ukraine. Trump later calls President Zelenskyy. The UK convenes the 26th Ukraine Defence Contact Group in Brussels. Opening the meeting of over 50 allies and partners, UK Defence Secretary John Healey announces a new £150m military support package to support Ukrainian troops fighting Russia on the frontline. US Secretary of Defense, Pete Hegseth, says the US does not believe NATO membership for Ukraine would be a “realistic” outcome o f any negotiated peace settlement with Russia and calls on NATO allies to take the lead in providing for Ukraine and Europe’s security."
13 February 2025,"NATO defence ministers meet in Brussels, with their talks focusing on increasing defence budgets and continuing support for Ukraine. Speaking at the end of the meeting, Pete Hegseth says “everything is on the table” to bring peace to Ukraine and suggests reducing the number of American troops in Europe could be part of any deal."
14 February 2025,"Speaking before meeting a US delegation, ahead of the opening of the Munich Security Conference, Zelenskyy says: “I have told President Trump that I am ready to talk at any time – without conditions. We are prepared to discuss everything, from troop deployments to NATO.” Zelenskyy adds his only red line is recognising occupied Ukrainian territory as Russian."
15 February 2025,"In a speech to the Munich Security Conference, President Zelenskyy says: “We will never accept deals reached behind our backs, without our involvement.” He also calls on Europe to create its own armed forces, urging the continent’s leaders to decide their own future and security."
17 February 2025,"Writing in the Daily Telegraph, Sir Keir Starmer says “the UK is ready to play a leading role” in Ukraine’s defence and security a nd that he is prepared to put British troops on the ground in Ukraine if there is a deal to end the war with Russia. Delegations from the US and Russia arrive in Riyadh, Saudi Arabia, ahead of talks. European leaders meet in Paris for emergency talks. They call for an increase to defence spending, but are split on the idea of deploying troops to Ukraine in support of any peace deal. Following the meeting, Starmer calls for the US to provide a “backstop” to deter Russia from attacking Ukraine again."
18 February 2025,"Following a lengthy meeting in the Saudi capital, the US and Russia agree to explore mutual opportunities to end the Ukraine war. President Zelenskyy says Ukraine will not accept the results of talks on how to end the war with Russia that are held “behind Ukraine’s back”. He tells reporters: “ It feels like the US is now discussing the ultimatum that Putin set at the start of the full-scale war. Once again, decisions about Ukraine are being made without Ukraine. I wonder why they believe Ukraine would accept all these ultimatums now if we refused them at the most difficult moment?”"
19 February 2025,"Zelenskyy says Trump is “trapped” in a “disinformation bubble”, in response to the US president’s suggestion that Ukraine started the war with Russia. Responding to Zelenskyy’s comments via his social media platform, Truth Social, Trump calls the Ukrainian president a “dictator without elections” a nd accuses him of wanting to keep the “gravy train” going."
20 February 2025,"It is reported that the US is refusing to recognise Russia as the aggressor in the Ukraine conflict, in a planned G7 statement to mark the third anniversary of Russia’s invasion. The US is also reported to be refusing to co-sponsor a draft UN resolution that backs Ukraine’s territorial integrity a nd demands Russia withdraw its troops ."
23 February 2025,"Speaking to reporters during a press conference in Kyiv, Zelenskyy says he prepared to resign from his post in exchange for peace or NATO membership for Ukraine. Asked if he would be willing to give up the presidency, he replies: “ Yes, I am happy, if it is for the peace of Ukraine. If you need me to leave this chair, I am ready to do that; and I also can exchange it for NATO membership for Ukraine.”"
24 February 2025,"A dozen foreign leaders visit Kyiv to mark the third anniversary of Russia’s invasion. They include then Canadian Prime Minister Justin Trudeau, several European prime ministers, European Commission President Ursula von der Leyen and European Council President Antonio Costa. Posting on X (formerly Twitter), von Der Leyen says Europe is in Kyiv “because Ukraine is Europe”. She adds: “In this fight for survival, it is not only the destiny of Ukraine that is at stake. It’s Europe’s destiny.” Later, while addressing a meeting of Ukraine’s allies to mark the three-year anniversary, Keir Starmer repeats calls for Ukraine to have a seat at the table for any peace talks and for a US ‘backstop’ to any peace agreement. Starmer also promises sweeping sanctions to put further pressure on Russia and to get President Putin “ not just to talk, but to make concessions”. At the UN General Assembly, European states add amendments to a resolution drafted by the US to mark the third anniversary of Russia’s war in Ukraine. This amended resolution receives 93 votes in favour and eight against. 72 member states abstain, including the US. The General Assembly also adopts the resolution drafted by Ukraine and European countries, with 93 votes in favour, 18 against and 65 abstentions. The United States votes against the resolution (alongside Russia, Belarus and North Korea, among others), splitting with Europe for the first time since the conflict began. France’s President, Emmanuel Macron, meets President Trump i n the White House for discussions on Ukraine, European security and trade. During a news conference between the two leaders, Macron states that ending the war in Ukraine should not come at the cost of a weak agreement or Ukraine’s “surrender”. He says: “This peace must allow for Ukrainian sovereignty and allow Ukraine to negotiate with other stakeholders.” The UN Security Council votes to adopt a US-drafted resolution to mark the third anniversary of Russia’s war in Ukraine, without it mentioning Russia’s aggression. The resolution receives 10 votes in favour and none against. Five member states abstain, including the UK and France."
25 February 2025,"In a statement to the House of Commons, Prime Minister Keir Starmer announces “the biggest sustained increase in defence spending since the end of the cold war”, saying the government will be spending 2.5% of GDP on defence by 2027. Starmer says Russia is a threat and that “tyrants like Putin only respond to strength. Russia is a menace in our waters, in our airspace and on our streets.”"
27 February 2025,"Keir Starmer visits President Trump at the White House. At a joint press conference, Trump says that he feels a peace agreement between Russia and Ukraine will be announced “fairly soon or won’t be at all”."
28 February 2025,"President Zelenskyy visits President Trump at the White House. The two leaders clash during a televised meeting in the Oval Office, with Trump telling Zelenskyy he needs to be more thankful and that Zelenskyy is “gambling with World War Three”. After the meeting ends, Trump posts on his Truth Social platform tha t he has “determined that President Zelenskyy is not ready for peace.” A scheduled press conference is later cancelled. Russia’s foreign ministry spokesperson, Maria Zakharova, says Zelenskyy’s visit to Washington was a “complete diplomatic failure of Kyiv ”, and that the Ukrainian president is “obsessed” with prolonging the war."
1 March 2025,President Zelenskyy arrives in the UK and holds talks with the Prime Minister i n Downing Street.
2 March 2025,"Keir Starmer hosts 18 world leaders at a summit at Lancaster House in London to discuss a new plan for peace in Ukraine. Those in attendance include: French president Emmanuel Macron; German chancellor Olaf Scholz; former Canadian prime minster Justin Trudeau; Spanish prime minister Pedro Sánchez; Italian prime minister Giorgia Meloni; and Ursula von der Leyen, the president of the European Commission. Following the summit, Starmer announces a four-point plan to work with Zelenskyy to end the war and defend Ukraine from Russia. Starmer says “we are at a crossroads in history today” and announces that the UK, France and other countries will step up their efforts in a “coalition of the willing”."
5 March 2025,"The US suspends intelligence sharing with Kyiv. In an evening address to the nation, French President Macron announces he will discuss extending France’s nuclear deterrent to European partners a nd also the possibility of sending European troops to Ukraine to enforce a peace deal."
11 March 2025,"The US and Ukraine release a statement backing an American-proposed 30-day ceasefire i n the war with Russia, following further talks in Saudi Arabia. The joint statement also says the US has reinstated intelligence sharing with Kyiv."
12 March 2025,"The defence ministers of the E5 group (France, Germany, Italy, Poland and the United Kingdom) meet in Paris to consolidate their support for Ukraine and to examine European defence projects."
13 March 2025,"President Putin says he agrees with the idea of a ceasefire in Ukraine, but that “questions” remain about the nature of a truce."
15 March 2025,"Speaking after a press conference in Downing Street, following a virtual meeting of the “coalition of the willing”, Keir Starmer calls for the “guns to fall silent in Ukraine”."
18 March 2025,"Presidents Trump and Putin hold direct talks on the telephone, “about the need for peace and a ceasefire in the Ukraine war”. Putin agrees to stop attacking Ukrainian energy facilities te mporarily and the two leaders commit to negotiations on a maritime ceasefire in the Black Sea."
19 March 2025,Presidents Trump and Zelenskyy hold a “very good telephone call” i n what is their first conversation since clashing at the White House three weeks earlier.
20 March 2025,"President Zelenskyy addresses the European Council meeting in Brussels via videolink. He urges leaders to not fall for the Russian “hoax”, adding, “Putin must stop making unnecessary demands that only prolong the war and must start fulfilling what he promises the world.”"
24 March 2025,"US and Russian negotiators hold a 12-hour round of talks in Saudi Arabia’s capital, Riyadh, aimed at securing a partial ceasefire in Ukraine. A ceasefire agreement relating to the Black Sea is reached, although the Kremlin says it will only come into force if the West meets certain conditions including the lifting of particular sanctions and reconnecting various Russian banks to the SWIFT system. The US negotiators also hold separate talks with the delegation from Ukraine."
28 March 2025,"Speaking in the northwestern Russian city of Murmansk, Putin proposes the establishment of an interim government in Ukraine under UN supervision, “in order to hold a democratic election there, in order to bring in a competent government trusted by people”. Putin cites the UN’s involvement in countries such as East Timor, New Guinea and parts of the former Yugoslavia as examples in which the UN took over the administration of, and transition to, independence."
30 March 2025,"In an interview with NBC News, President Trump says he was “very angry” when President Putin criticised the credibility of President Zelenskyy’s leadership, adding that the comments were “not going in the right location.”"
1 April 2025,"Russia’s deputy foreign minister, Sergei Ryabkov, says Moscow cannot accept the US peace proposals as they currently stand."
8 April 2025,President Zelenskyy announces that Ukrainian forces have captured two Chinese nationals fighting with the Russian army i n the eastern Donetsk region.
10 April 2025,Defence ministers from 30 nations meet at NATO headquarters in Brussels to discuss a “coalition of the willing” peacekeeping force to guarantee Ukraine’s security once a peace deal is agreed.
11 April 2025,"US envoy Steve Witkoff meets Vladimir Putin in St Petersburg, with the Kremlin saying the meeting lasted more than four hours and focused on “aspects of a Ukrainian settlement”. In an interview on 60 Minutes, President Zelenskyy invites President Trump to visit Ukraine before agreeing any deal with Russia."
14 April 2025,"A day after a major Russian attack kills 35 people and injures 117 others in the Ukrainian city of Sumy, Trump again blames Zelenskyy for starting the war, saying: “You don't start a war against someone 20 times your size and then hope that people give you some missiles.”"
15 April 2025,NATO Secretary-General Mark Rutte visits Odesa with President Zelenskyy and declares “unwavering” support for Ukraine.
16 April 2025,"Ukraine’s parliament extends martial law until August, allowing the country to continue mobilising troops and suspending the election cycle."
17 April 2025,"French President Macron hosts ceasefire talks with senior officials from the US, Europe and Ukraine. The Ukrainian officials include President Zelenskyy’s chief of staff, Andriy Yermak, and the country’s foreign and defence ministers."
18 April 2025,"Marco Rubio, the US Secretary of State, says the US is ready to abandon its efforts to broker a peace agreement between Russia and Ukraine w ithin days, unless there are signs of progress."
19 April 2025,Ukraine and Russia conduct a swap of more than 500 prisoners of war.
23 April 2025,"The UK hosts a meeting in London between the Ukrainian delegation and representatives of countries participating in the “Coalition of the Willing”. An FCDO spokesperson says: “The talks today were productive and successful, and significant progress was made on reaching a common position on next steps.”"
24 April 2025,"Responding to an urgent question in the House of Commons, on the talks held in London the previous day, foreign office minister Stephen Doughty says the UK’s support for Ukraine is “iron-clad” a nd that “President Zelenskyy has shown his commitment to peace. President Putin must now agree to a full and immediate ceasefire without conditions, as Ukraine has done. We will not stop in our efforts to work with all parties to that end.”"
25 April 2025,"US special envoy Steve Witkoff meets President Putin for three hours in Moscow, to discuss the US plan to end the war in Ukraine. President Trump says the two sides are “very close to a deal” despite apparent differences in their positions."
26 April 2025,"President Trump and President Zelenskyy hold a “very productive” meeting in the Vatican, on the sidelines of the funeral of Pope Francis. It is their first meeting since their tense exchange in the Oval Office in February."
10 May 2025,"The leaders of the UK, France, Germany and Poland meet with President Zelenskyy in Kyiv. Other members of the coalition of the willing attend the talks remotely, with plans for a peace settlement discussed with President Trump via a joint telephone call later in the day. The leaders warn that “new and massive” sanctions will be imposed on Russia’s energy and banking sectors i f President Putin does not agree to an unconditional 30- day ceasefire “in the air, at sea and on land”."
16 May 2025,"After arriving in Turkey the previous day, delegations from Russia and Ukraine meet in Istanbul f or the first direct talks between the two sides since March 2022. Moscow sends a delegation of lower-level officials. The talks last less than two hours, with a prisoner exchange the only tangible result."
19 May 2025,"Presidents Trump and Putin hold a two-hour phone call. Trump describes the call as “excellent”, although Putin refuses to agree to a ceasefire in the war with Ukraine, despite pressure from Washington and European allies."
26 May 2025,"Posting on his Truth Social media platform, President Trump says President Putin “has gone absolutely CRAZY!” and that attempts to take all of Ukraine will “lead to the downfall of Russia.” Trump adds that “President Zelenskyy is doing his country no favours by talking the way he does.”"
2 June 2025,"A second round of talks between Russia and Ukraine begins in Istanbul, but last for little over an hour and with no major breakthrough made."
4 June 2025,"Presidents Trump and Putin speak on the phone. During the call, Putin says he will have to respond to Ukraine’s major drone attack on Russian airbases."
23 June 2025,"EU foreign ministers meet in Brussels, with the bloc’s position on Ukraine and Russia one of the main agenda items. Kaja Kallas, the EU’s foreign policy chief, says: “We all support the efforts to achieve a ceasefire , but Russia is escalating the frequency and intensity of its attacks. Just last night, we had again in Kyiv five casualties. This demands we respond with strength.” President Zelenskyy visits King Charles III at Windsor Castle, before holding talks with UK prime minister Keir Starmer i n Downing St. The leaders discuss further military cooperation and agree to convene a virtual meeting of coalition of the willing partners in the coming weeks."
